call_id,opened_at,month,call_direction,call_reason,call_type,linked_incident,company,opened_by
CALL0381265,2024-08-05 15:07:09,2024-08,Inbound from User,Follow-up,Incident,INC23859862,AXA BANQUE,Agent_132
CALL0381269,2024-08-05 15:09:23,2024-08,Inbound from User,Follow-up,Incident,INC23859161,AXA FRANCE ADMIN,Agent_132
CALL0381287,2024-08-05 15:25:51,2024-08,Outbound to Other,Follow-up,Incident,INC23858805,AXA FRANCE ADMIN,Agent_083
CALL0381290,2024-08-05 15:28:16,2024-08,Outbound to user,Follow-up,Incident,INC23467705,JURIDICA,Agent_075
CALL0381297,2024-08-05 15:34:16,2024-08,Outbound to user,Information,Incident,INC23829287,AXA BANQUE,Agent_003
CALL0381307,2024-08-05 15:43:39,2024-08,Outbound to user,Follow-up,Incident,INC23543877,AXA BANQUE,Agent_075
CALL0381314,2024-08-05 15:53:56,2024-08,Outbound to Other,Follow-up,Incident,INC23858032,AXA FRANCE ADMIN,Agent_083
CALL0381316,2024-08-05 15:55:08,2024-08,Outbound to user,Follow-up,Incident,INC23568750,AXA FRANCE ADMIN,Agent_075
CALL0381338,2024-08-05 16:23:05,2024-08,Inbound from User,Follow-up,Incident,INC23605861,AXA Services MOROCCO,Agent_075
CALL0381352,2024-08-05 16:37:11,2024-08,Inbound from User,Follow-up,Incident,INC23408566,AXA FRANCE ADMIN,Agent_056
CALL0381354,2024-08-05 16:39:04,2024-08,Inbound from User,Follow-up,Incident,INC23609103,AXA FRANCE ADMIN,Agent_075
CALL0381367,2024-08-05 16:55:40,2024-08,Outbound to Other,Follow-up,Incident,INC23861573,AXA FRANCE ADMIN,Agent_032
CALL0381370,2024-08-05 16:57:26,2024-08,Inbound from User,Update,Incident,INC23862959,AXA FRANCE ADMIN,Agent_033
CALL0381372,2024-08-05 16:58:20,2024-08,Outbound to Other,Follow-up,Incident,INC23858148,AXA FRANCE ADMIN,Agent_083
CALL0381379,2024-08-05 17:08:58,2024-08,Outbound to Other,Follow-up,Incident,INC23861707,UGIPS,Agent_097
CALL0381431,2024-08-06 08:36:03,2024-08,Outbound to Support group,Other,Incident,INC23867055,JURIDICA,Agent_056
CALL0381432,2024-08-06 08:39:19,2024-08,Outbound to user,Update,Incident,INC23826937,AXA FRANCE ADMIN,Agent_115
CALL0381437,2024-08-06 09:06:20,2024-08,Outbound to Support group,Information,Incident,INC23867286,AXA FRANCE AEP,Agent_009
CALL0381448,2024-08-06 09:20:09,2024-08,Outbound to user,Information,Incident,INC23844166,AXA FRANCE ADMIN,Agent_003
CALL0381461,2024-08-06 09:26:14,2024-08,Outbound to user,Update,Incident,INC23596773,AXA FRANCE ADMIN,Agent_003
CALL0381467,2024-08-06 09:29:46,2024-08,Outbound to user,Follow-up,Incident,INC23867362,AXA FRANCE ADMIN,Agent_056
CALL0381468,2024-08-06 09:30:01,2024-08,Outbound to user,Follow-up,Incident,INC23867362,AXA FRANCE ADMIN,Agent_056
CALL0381474,2024-08-06 09:40:19,2024-08,Inbound from User,Follow-up,Incident,INC23858700,AXA FRANCE ADMIN,Agent_056
CALL0381476,2024-08-06 09:42:10,2024-08,Outbound to user,Information,Incident,INC23500994,AXA FRANCE ADMIN,Agent_003
CALL0381481,2024-08-06 09:44:50,2024-08,Inbound from User,Other,Incident,INC23867865,AXA FRANCE ADMIN,Agent_128
CALL0381492,2024-08-06 09:50:18,2024-08,Inbound from User,Information,Incident,INC23842854,AXA FRANCE AEP,Agent_099
CALL0381493,2024-08-06 09:50:58,2024-08,Outbound to user,Information,Incident,INC23494575,AXA FRANCE ADMIN,Agent_003
CALL0381495,2024-08-06 09:53:20,2024-08,Outbound to Other,Follow-up,Incident,INC23867379,AXA FRANCE ADMIN,Agent_083
CALL0381509,2024-08-06 10:08:17,2024-08,Outbound to user,Update,Incident,INC23867865,AXA FRANCE ADMIN,Agent_051
CALL0381516,2024-08-06 10:11:23,2024-08,Inbound from User,Follow-up,Incident,INC23863051,AXA FRANCE A2P,Agent_075
CALL0381534,2024-08-06 10:25:00,2024-08,Inbound from User,Follow-up,Incident,INC23867481,AXA FRANCE ADMIN,Agent_147
CALL0381536,2024-08-06 10:26:30,2024-08,Inbound from User,Follow-up,Incident,INC23863284,AXA FRANCE ADMIN,Agent_132
CALL0381540,2024-08-06 10:32:55,2024-08,Inbound from User,Follow-up,Incident,INC23857014,AXA FRANCE ADMIN,Agent_056
CALL0381547,2024-08-06 10:46:31,2024-08,Outbound to user,Information,Incident,INC23761961,AXA FRANCE ADMIN,Agent_003
CALL0381550,2024-08-06 10:49:43,2024-08,Outbound to user,Information,Incident,INC23483471,AXA FRANCE ADMIN,Agent_003
CALL0381551,2024-08-06 10:50:50,2024-08,Outbound to Support group,Information,Incident,INC23868781,AXA FRANCE ADMIN,Agent_009
CALL0381552,2024-08-06 10:52:39,2024-08,Outbound to Support group,Information,Incident,INC23868602,AXA FRANCE ADMIN,Agent_099
CALL0381558,2024-08-06 11:06:36,2024-08,Outbound to user,Information,Incident,INC23829287,AXA BANQUE,Agent_003
CALL0381561,2024-08-06 11:11:36,2024-08,Outbound to Support group,Other,Incident,INC23869033,AXA FRANCE ADMIN,Agent_056
CALL0381579,2024-08-06 11:27:44,2024-08,Outbound to Other,Follow-up,Incident,INC23867865,AXA FRANCE ADMIN,Agent_097
CALL0381584,2024-08-06 11:29:34,2024-08,Outbound to Other,Follow-up,Incident,INC23867248,AXA FRANCE ADMIN,Agent_097
CALL0381605,2024-08-06 11:44:45,2024-08,Outbound to Other,Follow-up,Incident,INC23869033,AXA FRANCE ADMIN,Agent_100
CALL0381632,2024-08-06 12:11:34,2024-08,Inbound from User,Information,Incident,INC23869575,AXA FRANCE ADMIN,Agent_150
CALL0381634,2024-08-06 12:27:17,2024-08,Outbound to Support group,Information,Incident,INC23870047,AXA Services MOROCCO,Agent_033
CALL0381638,2024-08-06 12:34:21,2024-08,Outbound to user,Update,Incident,INC23511783,AXA FRANCE ADMIN,Agent_003
CALL0381646,2024-08-06 13:12:32,2024-08,Outbound to Support group,Information,Incident,INC23870253,AXA FRANCE ADMIN,Agent_099
CALL0381654,2024-08-06 13:36:41,2024-08,Inbound from User,Information,Incident,INC23870432,AXA FRANCE ADMIN,Agent_033
CALL0381659,2024-08-06 14:03:37,2024-08,Outbound to Other,Follow-up,Incident,INC23861984,AXA FRANCE ADMIN,Agent_100
CALL0381669,2024-08-06 14:13:11,2024-08,Outbound to user,Update,Incident,INC23870827,AXA FRANCE ADMIN,Agent_051
CALL0381674,2024-08-06 14:19:05,2024-08,Inbound from User,Follow-up,Incident,INC23867422,AXA BANQUE,Agent_132
CALL0381680,2024-08-06 14:24:42,2024-08,Outbound to user,Information,Incident,INC23406977,AXA FRANCE ADMIN,Agent_003
CALL0381681,2024-08-06 14:24:56,2024-08,Inbound from User,Information,Incident,INC23868374,AXA FRANCE ADMIN,Agent_033
CALL0381685,2024-08-06 14:28:13,2024-08,Outbound to Other,Follow-up,Incident,INC23870990,AXA FRANCE ADMIN,Agent_083
CALL0381686,2024-08-06 14:29:29,2024-08,Outbound to Support group,Information,Incident,INC23870940,AXA FRANCE ADMIN,Agent_009
CALL0381687,2024-08-06 14:32:09,2024-08,Inbound from User,Follow-up,Incident,INC23867286,AXA FRANCE AEP,Agent_075
CALL0381696,2024-08-06 14:40:36,2024-08,Inbound from User,Follow-up,Incident,INC23870914,AXA FRANCE ADMIN,Agent_075
CALL0381698,2024-08-06 14:42:03,2024-08,Inbound from User,Follow-up,Incident,INC23869575,AXA FRANCE ADMIN,Agent_010
CALL0381705,2024-08-06 14:53:34,2024-08,Outbound to Other,Follow-up,Incident,INC23862882,AXA FRANCE ADMIN,Agent_083
CALL0381706,2024-08-06 14:53:42,2024-08,Inbound from User,Follow-up,Incident,INC23870940,AXA FRANCE ADMIN,Agent_144
CALL0381715,2024-08-06 15:03:38,2024-08,Outbound to Other,Follow-up,Incident,INC23810267,AXA FRANCE ADMIN,Agent_032
CALL0381720,2024-08-06 15:09:43,2024-08,Outbound to user,Information,Incident,INC23616383,AXA FRANCE ADMIN,Agent_003
CALL0381722,2024-08-06 15:11:55,2024-08,Outbound to user,Follow-up,Incident,INC23867055,JURIDICA,Agent_028
CALL0381750,2024-08-06 15:48:23,2024-08,Inbound from User,Information,Incident,INC23858445,AXA FRANCE AEP,Agent_009
CALL0381754,2024-08-06 15:53:55,2024-08,Outbound to Other,Follow-up,Incident,INC23857943,AXA FRANCE ADMIN,Agent_097
CALL0381763,2024-08-06 16:08:49,2024-08,Inbound from User,Follow-up,Incident,INC23870949,AXA FRANCE ADMIN,Agent_147
CALL0381785,2024-08-06 16:32:03,2024-08,Outbound to user,Information,Incident,INC23858445,AXA FRANCE AEP,Agent_003
CALL0381787,2024-08-06 16:36:36,2024-08,Outbound to user,Information,Incident,INC23868079,AXA FRANCE ADMIN,Agent_003
CALL0381792,2024-08-06 16:43:08,2024-08,Inbound from User,Follow-up,Incident,INC23872220,AXA FRANCE ADMIN,Agent_056
CALL0381815,2024-08-06 17:01:51,2024-08,Outbound to user,Information,Incident,INC23680894,AXA FRANCE ADMIN,Agent_003
CALL0381821,2024-08-06 17:09:54,2024-08,Outbound to user,Information,Incident,INC23638885,AXA FRANCE ADMIN,Agent_003
CALL0381824,2024-08-06 17:13:52,2024-08,Outbound to user,Information,Incident,INC23783022,AXA Services MOROCCO,Agent_003
CALL0381835,2024-08-06 17:37:57,2024-08,Inbound from User,Information,Incident,INC23868374,AXA FRANCE ADMIN,Agent_033
CALL0381836,2024-08-06 17:49:26,2024-08,Outbound to user,Information,Incident,INC23868374,AXA FRANCE ADMIN,Agent_003
CALL0381856,2024-08-07 08:17:45,2024-08,Outbound to Support group,Information,Incident,INC23876626,AXA FRANCE ADMIN,Agent_009
CALL0381859,2024-08-07 08:40:08,2024-08,Inbound from User,Update,Incident,INC23876749,SOGAREP,Agent_075
CALL0381860,2024-08-07 08:45:33,2024-08,Inbound from Other,Other,Incident,INC23876760,AXA FRANCE ADMIN,Agent_128
CALL0381864,2024-08-07 09:02:31,2024-08,Outbound to Support group,Follow-up,Incident,INC23876749,SOGAREP,Agent_075
CALL0381876,2024-08-07 09:28:45,2024-08,Outbound to user,Other,Incident,INC23756740,AXA FRANCE ADMIN,Agent_127
CALL0381877,2024-08-07 09:33:36,2024-08,Outbound to user,Information,Incident,INC23868079,AXA FRANCE ADMIN,Agent_003
CALL0381886,2024-08-07 09:43:37,2024-08,Outbound to user,Follow-up,Incident,INC23353375,AXA FRANCE ADMIN,Agent_075
CALL0381888,2024-08-07 09:46:11,2024-08,Outbound to user,Follow-up,Incident,INC23467705,JURIDICA,Agent_075
CALL0381889,2024-08-07 09:46:42,2024-08,Outbound to Support group,Other,Incident,INC23877519,AXA FRANCE ADMIN,Agent_056
CALL0381890,2024-08-07 09:49:01,2024-08,Outbound to user,Information,Incident,INC22856062,AXA BANQUE,Agent_009
CALL0381891,2024-08-07 09:49:17,2024-08,Outbound to user,Information,Incident,INC23722155,AXA FRANCE ADMIN,Agent_003
CALL0381892,2024-08-07 09:52:10,2024-08,Outbound to user,Information,Incident,INC22861568,JURIDICA,Agent_009
CALL0381894,2024-08-07 09:53:06,2024-08,Outbound to user,Update,Incident,INC22609494,AXA FRANCE ADMIN,Agent_115
CALL0381897,2024-08-07 09:56:05,2024-08,Inbound from User,Follow-up,Incident,INC23679438,AXA FRANCE ADMIN,Agent_144
CALL0381900,2024-08-07 09:57:27,2024-08,Outbound to user,Update,Incident,INC23382904,AXA FRANCE ADMIN,Agent_115
CALL0381902,2024-08-07 09:58:10,2024-08,Outbound to user,Information,Incident,INC23144696,AXA FRANCE ADMIN,Agent_009
CALL0381906,2024-08-07 10:00:43,2024-08,Outbound to user,Information,Incident,INC23470246,AXA FRANCE ADMIN,Agent_003
CALL0381908,2024-08-07 10:01:09,2024-08,Outbound to user,Update,Incident,INC23388916,AXA FRANCE ADMIN,Agent_115
CALL0381917,2024-08-07 10:11:49,2024-08,Outbound to Support group,Other,Incident,INC23877889,AXA FRANCE ADMIN,Agent_056
CALL0381923,2024-08-07 10:16:52,2024-08,Inbound from User,Follow-up,Incident,INC22861568,JURIDICA,Agent_056
CALL0381927,2024-08-07 10:21:47,2024-08,Inbound from User,Information,Incident,INC23818547,AXA FRANCE ADMIN,Agent_130
CALL0381951,2024-08-07 10:39:56,2024-08,Outbound to user,Information,Incident,INC23472109,AXA FRANCE ADMIN,Agent_009
CALL0381952,2024-08-07 10:40:19,2024-08,Outbound to user,Update,Incident,INC23694791,AXA FRANCE ADMIN,Agent_003
CALL0381955,2024-08-07 10:41:54,2024-08,Outbound to user,Information,Incident,INC23483712,AXA FRANCE ADMIN,Agent_009
CALL0381962,2024-08-07 10:47:03,2024-08,Outbound to Support group,Information,Incident,INC23877761,AXA FRANCE ADMIN,Agent_099
CALL0381968,2024-08-07 10:51:22,2024-08,Outbound to user,Update,Incident,INC23877015,AXA FRANCE ADMIN,Agent_003
CALL0381973,2024-08-07 10:54:27,2024-08,Outbound to user,Update,Incident,INC23878260,AXA FRANCE ADMIN,Agent_051
CALL0381983,2024-08-07 11:06:22,2024-08,Outbound to user,Information,Incident,INC23501352,AXA FRANCE ADMIN,Agent_009
CALL0381986,2024-08-07 11:07:54,2024-08,Inbound from User,Follow-up,Incident,INC23878260,AXA FRANCE ADMIN,Agent_130
CALL0381987,2024-08-07 11:09:21,2024-08,Outbound to user,Information,Incident,INC23502626,AXA FRANCE ADMIN,Agent_009
CALL0381990,2024-08-07 11:11:36,2024-08,Outbound to user,Information,Incident,INC23510227,AXA FRANCE ADMIN,Agent_009
CALL0381993,2024-08-07 11:17:08,2024-08,Outbound to user,Information,Incident,INC23877066,AXA FRANCE ADMIN,Agent_003
CALL0381995,2024-08-07 11:18:40,2024-08,Outbound to user,Information,Incident,INC23511556,AXA FRANCE ADMIN,Agent_009
CALL0381997,2024-08-07 11:21:11,2024-08,Outbound to user,Information,Incident,INC23513054,AXA FRANCE ADMIN,Agent_009
CALL0382003,2024-08-07 11:26:58,2024-08,Inbound from User,Follow-up,Incident,INC23858439,AXA FRANCE ADMIN,Agent_147
CALL0382007,2024-08-07 11:31:11,2024-08,Outbound to Other,Follow-up,Incident,INC23878133,AXA FRANCE ADMIN,Agent_083
CALL0382009,2024-08-07 11:31:33,2024-08,Outbound to user,Information,Incident,INC23527557,AXA FRANCE ADMIN,Agent_009
CALL0382013,2024-08-07 11:33:57,2024-08,Outbound to user,Information,Incident,INC23529327,AXA FRANCE ADMIN,Agent_009
CALL0382017,2024-08-07 11:36:11,2024-08,Outbound to user,Information,Incident,INC23530708,AXA FRANCE ADMIN,Agent_009
CALL0382022,2024-08-07 11:38:03,2024-08,Outbound to user,Information,Incident,INC23531835,AXA FRANCE ADMIN,Agent_009
CALL0382031,2024-08-07 11:45:15,2024-08,Inbound from User,Other,Incident,INC23440139,AXA FRANCE ADMIN,Agent_127
CALL0382032,2024-08-07 11:46:49,2024-08,Outbound to user,Information,Incident,INC23533105,UGIPS,Agent_009
CALL0382039,2024-08-07 11:50:33,2024-08,Outbound to user,Information,Incident,INC23494575,AXA FRANCE ADMIN,Agent_003
CALL0382042,2024-08-07 11:55:44,2024-08,Outbound to user,Other,Incident,INC23677325,AXA FRANCE CLUB 14,Agent_127
CALL0382069,2024-08-07 12:33:33,2024-08,Outbound to user,Information,Incident,INC23858700,AXA FRANCE ADMIN,Agent_003
CALL0382078,2024-08-07 12:51:41,2024-08,Inbound from User,Other,Incident,INC23879324,AXA FRANCE ADMIN,Agent_127
CALL0382079,2024-08-07 13:11:37,2024-08,Outbound to Support group,Information,Incident,INC23879619,AXA FRANCE ADMIN,Agent_009
CALL0382085,2024-08-07 13:53:45,2024-08,Outbound to Support group,Information,Incident,INC23879802,AXA FRANCE ADMIN,Agent_033
CALL0382088,2024-08-07 14:03:32,2024-08,Outbound to user,Follow-up,Incident,INC23879619,AXA FRANCE ADMIN,Agent_065
CALL0382103,2024-08-07 14:12:56,2024-08,Outbound to Support group,Information,Incident,INC23879987,AXA FRANCE ADMIN,Agent_009
CALL0382114,2024-08-07 14:19:42,2024-08,Inbound from User,Follow-up,Incident,INC23868079,AXA FRANCE ADMIN,Agent_075
CALL0382119,2024-08-07 14:24:12,2024-08,Inbound from User,Follow-up,Incident,INC23877847,AXA FRANCE ADMIN,Agent_153
CALL0382118,2024-08-07 14:24:12,2024-08,Inbound from User,Follow-up,Incident,INC23879338,AXA FRANCE ADMIN,Agent_056
CALL0382121,2024-08-07 14:25:08,2024-08,Outbound to user,Follow-up,Incident,INC23879338,AXA FRANCE ADMIN,Agent_056
CALL0382125,2024-08-07 14:29:33,2024-08,Outbound to user,Follow-up,Incident,INC23639147,SOGAREP,Agent_057
CALL0382133,2024-08-07 14:34:37,2024-08,Outbound to user,Follow-up,Incident,INC23639209,SOGAREP,Agent_057
CALL0382134,2024-08-07 14:36:05,2024-08,Outbound to user,Follow-up,Incident,INC23879338,AXA FRANCE ADMIN,Agent_056
CALL0382135,2024-08-07 14:36:21,2024-08,Outbound to Other,Follow-up,Incident,INC23639227,SOGAREP,Agent_057
CALL0382136,2024-08-07 14:39:11,2024-08,Outbound to Other,Follow-up,Incident,INC23639229,SOGAREP,Agent_057
CALL0382139,2024-08-07 14:39:58,2024-08,Outbound to user,Update,Incident,INC23596362,AXA FRANCE ADMIN,Agent_115
CALL0382141,2024-08-07 14:42:50,2024-08,Outbound to Other,Other,Incident,INC23639230,SOGAREP,Agent_057
CALL0382159,2024-08-07 14:54:25,2024-08,Inbound from User,Follow-up,Incident,INC23879338,AXA FRANCE ADMIN,Agent_075
CALL0382161,2024-08-07 14:57:12,2024-08,Outbound to Support group,Other,Incident,INC23880256,AXA FRANCE ADMIN,Agent_056
CALL0382168,2024-08-07 15:05:33,2024-08,Inbound from User,Follow-up,Incident,INC23531835,AXA FRANCE ADMIN,Agent_075
CALL0382170,2024-08-07 15:07:13,2024-08,Inbound from User,Follow-up,Incident,INC23879338,AXA FRANCE ADMIN,Agent_075
CALL0382174,2024-08-07 15:09:40,2024-08,Inbound from User,Other,Incident,INC23880373,AXA FRANCE ADMIN,Agent_127
CALL0382182,2024-08-07 15:21:37,2024-08,Outbound to user,Update,Incident,INC23594409,AXA FRANCE ADMIN,Agent_115
CALL0382185,2024-08-07 15:25:50,2024-08,Outbound to user,Information,Incident,INC23725911,JURIDICA,Agent_003
CALL0382186,2024-08-07 15:27:03,2024-08,Inbound from User,Follow-up,Incident,INC23872128,AXA BANQUE,Agent_129
CALL0382191,2024-08-07 15:28:44,2024-08,Inbound from User,Follow-up,Incident,INC23872100,AXA BANQUE,Agent_129
CALL0382192,2024-08-07 15:28:57,2024-08,Outbound to user,Information,Incident,INC23619793,AXA FRANCE ADMIN,Agent_003
CALL0382196,2024-08-07 15:32:32,2024-08,Inbound from User,Follow-up,Incident,INC23871655,AXA BANQUE,Agent_129
CALL0382203,2024-08-07 15:41:52,2024-08,Outbound to user,Follow-up,Incident,INC23862959,AXA FRANCE ADMIN,Agent_065
CALL0382207,2024-08-07 15:44:30,2024-08,Outbound to Other,Follow-up,Incident,INC23868347,UGIPS,Agent_097
CALL0382212,2024-08-07 15:53:41,2024-08,Outbound to Other,Follow-up,Incident,INC23623862,AXA FRANCE ADMIN,Agent_097
CALL0382227,2024-08-07 16:11:48,2024-08,Inbound from User,Other,Incident,INC23859314,AXA FRANCE ADMIN,Agent_127
CALL0382242,2024-08-07 16:22:38,2024-08,Outbound to Support group,Follow-up,Incident,INC23880826,AXA FRANCE ADMIN,Agent_079
CALL0382244,2024-08-07 16:24:21,2024-08,Outbound to Support group,Follow-up,Incident,INC23880256,AXA FRANCE ADMIN,Agent_079
CALL0382255,2024-08-07 16:44:16,2024-08,Outbound to user,Update,Incident,INC23564095,AXA FRANCE ADMIN,Agent_115
CALL0382294,2024-08-07 17:25:45,2024-08,Inbound from User,Update,Incident,INC23881514,AXA FRANCE ADMIN,Agent_033
CALL0382308,2024-08-07 17:39:20,2024-08,Inbound from User,Information,Incident,INC23881214,AXA FRANCE ADMIN,Agent_033
CALL0382325,2024-08-07 17:53:12,2024-08,Outbound to Support group,Information,Incident,INC23881214,AXA FRANCE ADMIN,Agent_033
CALL0382346,2024-08-08 08:25:55,2024-08,Outbound to user,Follow-up,Incident,INC23884969,UGIPS,Agent_056
CALL0382348,2024-08-08 08:26:53,2024-08,Outbound to Support group,Other,Incident,INC23884969,UGIPS,Agent_056
CALL0382349,2024-08-08 08:28:26,2024-08,Outbound to user,Follow-up,Incident,INC23884975,AXA FRANCE ADMIN,Agent_075
CALL0382355,2024-08-08 09:05:54,2024-08,Outbound to user,Information,Incident,INC23551458,AXA FRANCE ADMIN,Agent_009
CALL0382360,2024-08-08 09:16:30,2024-08,Outbound to Support group,Information,Incident,INC23551458,AXA FRANCE ADMIN,Agent_009
CALL0382362,2024-08-08 09:17:40,2024-08,Outbound to user,Information,Incident,INC23561919,AXA FRANCE ADMIN,Agent_009
CALL0382368,2024-08-08 09:20:43,2024-08,Outbound to user,Information,Incident,INC23565142,AXA FRANCE ADMIN,Agent_009
CALL0382370,2024-08-08 09:27:04,2024-08,Outbound to user,Information,Incident,INC23566717,AXA FRANCE ADMIN,Agent_009
CALL0382371,2024-08-08 09:28:55,2024-08,Inbound from User,Follow-up,Incident,INC23879338,AXA FRANCE ADMIN,Agent_132
CALL0382373,2024-08-08 09:33:04,2024-08,Inbound from User,Update,Incident,INC22865821,AXA FRANCE ADMIN,Agent_115
CALL0382375,2024-08-08 09:39:54,2024-08,Outbound to user,Other,Incident,INC23787842,AXA FRANCE AEP,Agent_128
CALL0382426,2024-08-08 10:37:46,2024-08,Outbound to user,Follow-up,Incident,INC23845269,AXA FRANCE ADMIN,Agent_075
CALL0382430,2024-08-08 10:40:16,2024-08,Outbound to user,Follow-up,Incident,INC23876749,SOGAREP,Agent_075
CALL0382431,2024-08-08 10:44:58,2024-08,Outbound to user,Information,Incident,INC23574012,UGIPS,Agent_009
CALL0382433,2024-08-08 10:47:23,2024-08,Outbound to Other,Follow-up,Incident,INC23884969,UGIPS,Agent_097
CALL0382453,2024-08-08 11:03:56,2024-08,Outbound to Support group,Information,Incident,INC23574012,UGIPS,Agent_009
CALL0382455,2024-08-08 11:05:55,2024-08,Outbound to user,Information,Incident,INC23838657,AXA FRANCE ADMIN,Agent_009
CALL0382481,2024-08-08 11:28:47,2024-08,Outbound to Other,Follow-up,Incident,INC23877886,AXA FRANCE ADMIN,Agent_083
CALL0382502,2024-08-08 11:47:53,2024-08,Inbound from User,Follow-up,Incident,INC23885885,AXA FRANCE ADMIN,Agent_075
CALL0382507,2024-08-08 11:55:51,2024-08,Inbound from User,Follow-up,Incident,INC23885709,AXA BANQUE,Agent_132
CALL0382511,2024-08-08 12:04:52,2024-08,Outbound to Other,Follow-up,Incident,INC23574012,UGIPS,Agent_097
CALL0382522,2024-08-08 12:19:18,2024-08,Inbound from User,Information,Incident,INC23885669,AXA BANQUE,Agent_099
CALL0382525,2024-08-08 12:32:36,2024-08,Inbound from Other,Information,Incident,INC23885669,AXA BANQUE,Agent_003
CALL0382577,2024-08-08 14:29:34,2024-08,Outbound to user,Other,Incident,INC23888154,AXA FRANCE ADMIN,Agent_056
